12-Jun-2020;;;;;;;;;;;;;;;
iShares MSCI Emerging Markets ETF;;;;;;;;;;;;;;;
Inception Date;Apr 07, 2003;;;;;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;;;;;
Number of Securities (excluding cash and derivatives);1,209.00;;;;;;;;;;;;;;
Shares Outstanding;545,400,000.00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange;Location;Currency;Market Currency;FX Rate
SAWAD.R;SRISAWAD CORPORATION PCL NON-LISTI;Equity;0,03;2,11;2 716 300,00;5 743 447,66;5 743 447,66;Financials;BMHS7D2;TH5456010R17;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
3383;AGILE GROUP HOLDINGS LTD;Equity;0,03;1,17;4 914 000,00;5 731 869,27;5 731 869,27;Real Estate;B0PR2F4;KYG011981035;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
601601;CHINA PACIFIC INSURANCE (GROUP) LT;Equity;0,03;3,92;1 463 148,00;5 732 286,30;5 732 286,30;Financials;BP3R2K6;CNE1000008M8;Shanghai Stock Exchange;China;USD;CNY;7,07
2869;GREENTOWN SERVICE GROUP LTD;Equity;0,03;1,27;4 494 000,00;5 705 856,70;5 705 856,70;Industrials;BD20C13;KYG410121084;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2196;SHANGHAI FOSUN PHARMACEUTICAL (GRO;Equity;0,03;3,34;1 704 000,00;5 694 584,59;5 694 584,59;Health Care;B8XBQ96;CNE100001M79;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
IENOVA*;INFRAESTRUCTURA ENERGETICA NOVA;Equity;0,03;2,80;2 032 500,00;5 687 911,50;5 687 911,50;Utilities;B84XBP2;MX01IE060002;Bolsa Mexicana De Valores;Mexico;USD;MXN;22,44
BANDHANBNK;BANDHAN BANK LTD;Equity;0,03;3,74;1 516 921,00;5 669 517,86;5 669 517,86;Financials;BG1SV45;INE545U01014;National Stock Exchange Of India;India;USD;INR;75,85
300015;AIER EYE HOSPITAL GROUP LTD A;Equity;0,03;5,92;956 236,00;5 664 703,68;5 664 703,68;Health Care;BD5CLQ4;CNE100000GR6;Shenzhen Stock Exchange;China;USD;CNY;7,07
AIRPORT;MALAYSIA AIRPORTS HOLDINGS;Equity;0,03;1,39;4 054 600,00;5 653 162,27;5 653 162,27;Industrials;6188193;MYL5014OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
INTP;INDOCEMENT TUNGGAL PRAKARSA;Equity;0,03;0,86;6 564 500,00;5 653 858,10;5 653 858,10;Materials;6454861;ID1000061302;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
GLO;GLOBE TEL INC;Equity;0,03;44,18;127 715,00;5 642 303,95;5 642 303,95;Communication;6284864;PHY272571498;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
016360;SAMSUNG SECURITIES LTD;Equity;0,03;23,92;234 444,00;5 608 894,50;5 608 894,50;Financials;6408448;KR7016360000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
358;JIANGXI COPPER LTD H;Equity;0,03;1,01;5 565 000,00;5 608 011,51;5 608 011,51;Materials;6000305;CNE1000003K3;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
600031;SANY HEAVY INDUSTRY LTD A;Equity;0,03;2,75;2 037 152,00;5 608 344,38;5 608 344,38;Industrials;BP3R3H0;CNE000001F70;Shanghai Stock Exchange;China;USD;CNY;7,07
600048;POLY DEVELOPMENTS AND HOLDINGS GRO;Equity;0,03;2,03;2 755 784,00;5 602 531,33;5 602 531,33;Real Estate;BP3R336;CNE000001ND1;Shanghai Stock Exchange;China;USD;CNY;7,07
CRFB3;ATACADAO CARREFOUR SA;Equity;0,03;3,65;1 525 400,00;5 571 659,86;5 571 659,86;Consumer Staples;BF7LBH4;BRCRFBACNOR2;XBSP;Brazil;USD;BRL;5,06
BZUN;BAOZUN ADR REPRESENTING INC;Equity;0,03;33,42;166 240,00;5 555 740,80;5 555 740,80;Consumer Discretionary;BY2ZJ69;US06684L1035;NASDAQ;China;USD;USD;1,00
JUBLFOOD;JUBILANT FOODWORKS LTD;Equity;0,03;22,90;242 415,00;5 552 191,15;5 552 191,15;Consumer Discretionary;B3PRM66;INE797F01012;National Stock Exchange Of India;India;USD;INR;75,85
HCM;HUTCHISON CHINA MEDITECH ADR REPRE;Equity;0,03;22,14;250 491,00;5 545 870,74;5 545 870,74;Health Care;BYXV9H7;US44842L1035;NASDAQ;China;USD;USD;1,00
6110;TOPSPORTS INTERNATIONAL HOLDINGS L;Equity;0,03;1,34;4 116 000,00;5 533 956,98;5 533 956,98;Consumer Discretionary;BJRFW26;KYG8924B1041;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SIME;SIME DARBY;Equity;0,03;0,52;10 514 273,00;5 518 915,41;5 518 915,41;Industrials;B29TTR1;MYL4197OO009;Bursa Malaysia;Malaysia;USD;MYR;4,27
BERGEPAINT;BERGER PAINTS INDIA LTD;Equity;0,03;6,61;832 339,00;5 504 668,39;5 504 668,39;Materials;BV8TBJ1;INE463A01038;National Stock Exchange Of India;India;USD;INR;75,85
1776;GF SECURITIES LTD H;Equity;0,03;1,07;5 124 800,00;5 495 037,23;5 495 037,23;Financials;BW4NKK8;CNE100001TQ9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
HDFCAMC;HDFC ASSET MANAGEMENT COMPANY LTD;Equity;0,03;35,08;156 360,00;5 485 715,46;5 485 715,46;Financials;BG0R3M5;INE127D01025;National Stock Exchange Of India;India;USD;INR;75,85
1171;YANZHOU COAL MINING LTD H;Equity;0,03;0,83;6 638 800,00;5 482 293,13;5 482 293,13;Energy;6109893;CNE1000004Q8;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
161390;HANKOOK TIRE & TECHNOLOGY LTD;Equity;0,03;19,65;278 701,00;5 475 393,46;5 475 393,46;Consumer Discretionary;B7T5KQ0;KR7161390000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
000651;GREE ELECTRIC APPLIANCES INC OF ZH;Equity;0,03;8,32;658 310,00;5 476 080,43;5 476 080,43;Consumer Discretionary;BD5CPN9;CNE0000001D4;Shenzhen Stock Exchange;China;USD;CNY;7,07
TATASTEEL;TATA STEEL LTD;Equity;0,03;4,19;1 306 216,00;5 469 222,53;5 469 222,53;Materials;6101156;INE081A01012;National Stock Exchange Of India;India;USD;INR;75,85
ICBP;INDOFOOD CBP SUKSES MAKMUR;Equity;0,03;0,61;9 001 200,00;5 464 900,81;5 464 900,81;Consumer Staples;B4LD3M8;ID1000116700;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
600887;INNER MONGOLIA YILI INDUSTRIAL GRO;Equity;0,02;4,11;1 320 670,00;5 425 801,85;5 425 801,85;Consumer Staples;BP3R2V7;CNE000000JP5;Shanghai Stock Exchange;China;USD;CNY;7,07
RMI;RAND MERCHANT INSURANCE HOLDING LT;Equity;0,02;1,77;3 061 195,00;5 418 044,25;5 418 044,25;Financials;BYX3N48;ZAE000210688;Johannesburg Stock Exchange;South Africa;USD;ZAR;17,12
LTS;GRUPA LOTOS SA;Equity;0,02;15,42;351 192,00;5 416 610,43;5 416 610,43;Energy;B0B8Z41;PLLOTOS00025;Warsaw Stock Exchange/Equities/Main Market;Poland;USD;PLN;3,96
2777;GUANGZHOU R&F PROPERTIES LTD H;Equity;0,02;1,15;4 686 800,00;5 412 428,23;5 412 428,23;Real Estate;B19H8Y8;CNE100000569;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
8299;PHISON ELECTRONICS CORP;Equity;0,02;9,51;565 535,00;5 376 424,16;5 376 424,16;Information Technology;6728469;TW0008299009;Gretai Securities Market;Taiwan;USD;TWD;29,66
1020;BANK ALJAZIRA;Equity;0,02;3,03;1 773 011,00;5 366 033,03;5 366 033,03;Financials;B12LZQ8;SA0007879055;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
004170;SHINSEGAE INC;Equity;0,02;191,89;27 944,00;5 362 239,57;5 362 239,57;Consumer Discretionary;6805049;KR7004170007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
GRUPOSURA;GRUPO DE INVERSIONES SURAMERICANA;Equity;0,02;5,22;1 026 128,00;5 352 046,80;5 352 046,80;Financials;BMSK715;COT13PA00086;Bolsa De Valores De Colombia;Colombia;USD;COP;3 757,84
002304;JIANGSU YANGHE BREWERY JOINT-STOCK;Equity;0,02;15,63;342 350,00;5 351 952,62;5 351 952,62;Consumer Staples;BD5CPF1;CNE100000HB8;Shenzhen Stock Exchange;China;USD;CNY;7,07
285;BYD ELECTRONIC (INTERNATIONAL) LTD;Equity;0,02;2,05;2 609 000,00;5 352 589,00;5 352 589,00;Information Technology;B29SHS5;HK0285041858;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
TRUE.R;TRUE CORPORATION NON-VOTING DR PCL;Equity;0,02;0,12;44 728 301,00;5 342 416,71;5 342 416,71;Communication;6363923;TH0375010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
780;TONGCHENG-ELONG HOLDINGS LTD;Equity;0,02;1,87;2 854 800,00;5 333 802,66;5 333 802,66;Consumer Discretionary;BGM5R25;KYG8918W1069;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
128940;HANMI PHARM LTD;Equity;0,02;213,91;24 879,00;5 321 766,49;5 321 766,49;Health Care;B613DJ9;KR7128940004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
165;CHINA EVERBRIGHT LTD;Equity;0,02;1,42;3 726 000,00;5 298 063,25;5 298 063,25;Financials;6455143;HK0165000859;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
PAGEIND;PAGE INDUSTRIES LTD;Equity;0,02;244,53;21 634,00;5 290 158,65;5 290 158,65;Consumer Discretionary;B1VJS64;INE761H01022;National Stock Exchange Of India;India;USD;INR;75,85
000725;BOE TECHNOLOGY GROUP LTD A;Equity;0,02;0,65;8 004 100,00;5 232 028,78;5 232 028,78;Information Technology;BD5CPL7;CNE0000016L5;Shenzhen Stock Exchange;China;USD;CNY;7,07
3799;DALI FOODS GROUP LTD;Equity;0,02;0,63;8 242 000,00;5 232 273,13;5 232 273,13;Consumer Staples;BYQ9796;KYG2743Y1061;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
PE&OLES*;INDUST PENOLES;Equity;0,02;9,76;535 673,00;5 230 037,07;5 230 037,07;Materials;2448200;MXP554091415;Bolsa Mexicana De Valores;Mexico;USD;MXN;22,44
COLBUN;COLBUN MACHICURA SA;Equity;0,02;0,16;31 726 125,00;5 220 569,89;5 220 569,89;Utilities;2309255;CLP3615W1037;Santiago Stock Exchange;Chile;USD;CLP;792,95
601766;CRRC CORP LTD A;Equity;0,02;0,81;6 446 120,00;5 205 602,98;5 205 602,98;Industrials;BP3R358;CNE100000CP9;Shanghai Stock Exchange;China;USD;CNY;7,07
CSNA3;COMPANHIA SIDERURGICA NACIONAL;Equity;0,02;2,15;2 424 528,00;5 203 383,95;5 203 383,95;Materials;B019KX8;BRCSNAACNOR6;XBSP;Brazil;USD;BRL;5,06
MBT;METROPOLITAN BANK AND TRUST CO;Equity;0,02;0,80;6 528 865,00;5 201 764,76;5 201 764,76;Financials;6514442;PHY6028G1361;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
2128;CHINA LESSO GROUP HOLDINGS LTD;Equity;0,02;1,35;3 853 000,00;5 200 240,00;5 200 240,00;Industrials;BCDBKF8;KYG2157Q1029;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
220;UNI-PRESIDENT LTD;Equity;0,02;1,01;5 145 000,00;5 198 042,61;5 198 042,61;Consumer Staples;B29MKF5;KYG9222R1065;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
753;AIR CHINA LTD H;Equity;0,02;0,66;7 878 000,00;5 194 330,40;5 194 330,40;Industrials;B04KNF1;CNE1000001S0;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
PETDAG;PETRONAS DAGANGAN;Equity;0,02;5,16;1 007 100,00;5 191 845,34;5 191 845,34;Energy;6695938;MYL5681OO001;Bursa Malaysia;Malaysia;USD;MYR;4,27
BPI;BANK OF THE PHILIPPINE ISLANDS;Equity;0,02;1,46;3 544 744,00;5 189 496,74;5 189 496,74;Financials;6074968;PHY0967S1694;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
2357;AVICHINA INDUSTRY & TECHNOLOGY LTD;Equity;0,02;0,52;10 012 000,00;5 180 335,74;5 180 335,74;Industrials;6707899;CNE1000001Y8;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
002142;BANK OF NINGBO LTD A;Equity;0,02;3,71;1 392 881,00;5 169 889,11;5 169 889,11;Financials;BD5CP06;CNE1000005P7;Shenzhen Stock Exchange;China;USD;CNY;7,07
1882;HAITIAN INTERNATIONAL LTD;Equity;0,02;1,96;2 632 000,00;5 155 257,35;5 155 257,35;Industrials;B1L2RC2;KYG4232C1087;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
3311;CHINA STATE CONSTRUCTION INTERNATI;Equity;0,02;0,65;7 924 000,00;5 142 865,25;5 142 865,25;Industrials;B0BM5T8;KYG216771363;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2588;BOC AVIATION LTD;Equity;0,02;6,47;791 700,00;5 122 999,06;5 122 999,06;Industrials;BYZJV17;SG9999015267;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
601211;GUOTAI JUNAN SECURITIES LTD A;Equity;0,02;2,29;2 232 340,00;5 121 419,30;5 121 419,30;Financials;BYQDMZ9;CNE1000022F3;Shanghai Stock Exchange;China;USD;CNY;7,07
051905;LG HOUSEHOLD & HEALTH CARE PREF LT;Equity;0,02;612,23;8 359,00;5 117 613,39;5 117 613,39;Consumer Staples;6346935;KR7051901007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
3883;CHINA AOYUAN GROUP LTD;Equity;0,02;1,09;4 674 000,00;5 114 194,66;5 114 194,66;Real Estate;BJGS0Q6;KYG2119Z1090;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
600309;WANHUA CHEMICAL GROUP LTD A;Equity;0,02;6,85;745 191,00;5 102 534,71;5 102 534,71;Materials;BP3R3S1;CNE0000016J9;Shanghai Stock Exchange;China;USD;CNY;7,07
MAGN;MAGNITOGORSKIY METALLURGICHESKIY K;Equity;0,02;0,59;8 636 600,00;5 089 718,15;5 089 718,15;Materials;B5B1RP0;RU0009084396;Standard-Classica-Forts;Russian Federation;USD;RUB;69,71
2344;WINBOND ELECTRONICS CORP;Equity;0,02;0,45;11 348 000,00;5 068 974,82;5 068 974,82;Information Technology;6966515;TW0002344009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
AMBANK;AMMB HOLDINGS;Equity;0,02;0,76;6 679 575,00;5 055 659,58;5 055 659,58;Financials;6047023;MYL1015OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
MTC.R;MUANGTHAI CAPITAL ORS NON-VOTING D;Equity;0,02;1,86;2 704 000,00;5 040 949,08;5 040 949,08;Financials;BSNLDQ2;TH6068010R19;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
BGRIM.R;B.GRIMM POWER PCL NON-VOTING DR;Equity;0,02;1,74;2 894 300,00;5 021 987,73;5 021 987,73;Utilities;BDVJ686;TH7545010R15;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
HAPSENG;HAP SENG CONSOLIDATED;Equity;0,02;2,09;2 399 400,00;5 004 021,09;5 004 021,09;Industrials;6297743;MYL3034OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
PEL;PIRAMAL ENTERPRISES LTD;Equity;0,02;14,03;355 922,00;4 994 474,50;4 994 474,50;Health Care;B058J56;INE140A01024;National Stock Exchange Of India;India;USD;INR;75,85
032500;KMW LTD;Equity;0,02;50,01;99 515,00;4 976 576,67;4 976 576,67;Information Technology;6219888;KR7032500001;Korea Exchange (Kosdaq);Korea (South);USD;KRW;1 203,80
2310;SAHARA INTERNATIONAL PETROCHEMICAL;Equity;0,02;3,78;1 315 719,00;4 977 543,57;4 977 543,57;Materials;B1C1NH5;SA000A0KFKK0;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
002790;AMOREG;Equity;0,02;44,94;110 685,00;4 974 296,81;4 974 296,81;Consumer Staples;6665931;KR7002790004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
006360;GS ENGINEERING & CONSTRUCTION CORP;Equity;0,02;22,26;223 409,00;4 973 717,56;4 973 717,56;Industrials;6537096;KR7006360002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
IJM;IJM CORPORATION;Equity;0,02;0,46;10 884 940,00;4 973 786,29;4 973 786,29;Industrials;6455217;MYL3336OO004;Bursa Malaysia;Malaysia;USD;MYR;4,27
601818;CHINA EVERBRIGHT BANK LTD A;Equity;0,02;0,53;9 372 803,00;4 962 235,65;4 962 235,65;Financials;BP3R2P1;CNE100000SL4;Shanghai Stock Exchange;China;USD;CNY;7,07
QL;QL RESOURCES;Equity;0,02;2,15;2 304 600,00;4 962 923,02;4 962 923,02;Consumer Staples;B00G234;MYL7084OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
600050;CHINA UNITED NETWORK COMMUNICATION;Equity;0,02;0,69;7 124 298,00;4 948 616,60;4 948 616,60;Communication;BP3R2X9;CNE000001CS2;Shanghai Stock Exchange;China;USD;CNY;7,07
6060;ZHONGAN ONLINE P & C INSURANCE COR;Equity;0,02;3,66;1 350 500,00;4 940 152,39;4 940 152,39;Financials;BYZQ099;CNE100002QY7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
JFC;JOLLIBEE FOODS CORP;Equity;0,02;2,89;1 700 989,00;4 912 725,92;4 912 725,92;Consumer Discretionary;6474494;PHY4466S1007;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
084990;HELIXMITH LTD;Equity;0,02;53,25;92 183,00;4 908 564,79;4 908 564,79;Health Care;B0P5XC2;KR7084990001;Korea Exchange (Kosdaq);Korea (South);USD;KRW;1 203,80
6185;CANSINO BIOLOGICS INC H;Equity;0,02;22,64;216 600,00;4 904 878,65;4 904 878,65;Health Care;BJKDJS2;CNE100003F01;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
012750;S-1 CORP;Equity;0,02;72,85;67 244,00;4 898 902,48;4 898 902,48;Industrials;6180230;KR7012750006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
123;YUEXIU PROPERTY LTD;Equity;0,02;0,18;26 908 000,00;4 895 456,83;4 895 456,83;Real Estate;6392422;HK0123000694;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
000568;LUZHOU LAO JIAO LTD A;Equity;0,02;13,41;364 939,00;4 894 637,24;4 894 637,24;Consumer Staples;BD5CMM7;CNE000000GF2;Shenzhen Stock Exchange;China;USD;CNY;7,07
001450;HYUNDAI MARINE & FIRE INSURANCE LT;Equity;0,02;20,64;236 890,00;4 890 111,73;4 890 111,73;Financials;B01LXY6;KR7001450006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
BIOCON;BIOCON LTD;Equity;0,02;5,07;960 778,00;4 874 030,18;4 874 030,18;Health Care;6741251;INE376G01013;National Stock Exchange Of India;India;USD;INR;75,85
TU.R;THAI UNION GROUP NON-VOTING DR PCL;Equity;0,02;0,39;12 345 300,00;4 862 001,78;4 862 001,78;Consumer Staples;6422727;TH0450010R15;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
GSX;GSX TECHEDU ADR REPRESENTING CLA;Equity;0,02;43,04;112 797,00;4 854 782,88;4 854 782,88;Consumer Discretionary;BK1VBN1;US36257Y1091;New York Stock Exchange Inc.;China;USD;USD;1,00
1818;ZHAOJIN MINING INDUSTRY LTD H;Equity;0,02;1,14;4 229 000,00;4 840 096,26;4 840 096,26;Materials;B1H5082;CNE1000004R6;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
KTB.R;KRUNG THAI BANK PUBLIC NON-VOTING;Equity;0,02;0,36;13 371 900,00;4 834 647,08;4 834 647,08;Financials;6361466;TH0150010R11;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
MER;MANILA ELECTRIC;Equity;0,02;5,82;824 420,00;4 794 953,49;4 794 953,49;Utilities;B247XZ6;PHY5764J1483;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
694;BEIJING CAPITAL INTERNATIONAL AIRP;Equity;0,02;0,69;6 930 000,00;4 792 815,58;4 792 815,58;Industrials;6208422;CNE100000221;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2371;TATUNG;Equity;0,02;0,71;6 744 000,00;4 785 800,49;4 785 800,49;Consumer Discretionary;6875677;TW0002371002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
INDIGO;INTERGLOBE AVIATION LTD;Equity;0,02;13,23;359 397,00;4 753 976,20;4 753 976,20;Industrials;BYYZ7D0;INE646L01027;National Stock Exchange Of India;India;USD;INR;75,85
SAHOL;HACI OMER SABANCI HOLDING A;Equity;0,02;1,33;3 570 582,00;4 746 468,71;4 746 468,71;Financials;B03N0C7;TRASAHOL91Q5;Istanbul Stock Exchange;Turkey;USD;TRY;6,84
000063;ZTE CORP A;Equity;0,02;5,39;868 300,00;4 682 845,09;4 682 845,09;Information Technology;BD5CPY0;CNE000000TK5;Shenzhen Stock Exchange;China;USD;CNY;7,07
005385;HYUNDAI MOTOR S1 PREF;Equity;0,02;50,51;92 625,00;4 678 185,75;4 678 185,75;Consumer Discretionary;6451022;KR7005381009;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
MULT3;MULTIPLAN EMPREENDIMENTOS IMOBILIA;Equity;0,02;4,34;1 076 309,00;4 675 077,10;4 675 077,10;Real Estate;B23DZG0;BRMULTACNOR5;XBSP;Brazil;USD;BRL;5,06
000120;CJ LOGISTICS CORP;Equity;0,02;133,74;34 724,00;4 644 097,03;4 644 097,03;Industrials;6497112;KR7000120006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
MONET;MONETA MONEY BNK;Equity;0,02;2,41;1 912 574,00;4 617 552,05;4 617 552,05;Financials;BD3CQ16;CZ0008040318;Prague Stock Exchange;Czech Republic;USD;CZK;23,82
000661;CHANGCHUN HIGH & NEW TECHNOLOGY IN;Equity;0,02;49,69;91 194,00;4 531 182,17;4 531 182,17;Health Care;BD5CDB3;CNE0000007J8;Shenzhen Stock Exchange;China;USD;CNY;7,07
ISCTR;TURKIYE IS BANKASI C;Equity;0,02;0,75;6 000 947,00;4 519 545,35;4 519 545,35;Financials;B03MYS8;TRAISCTR91N2;Istanbul Stock Exchange;Turkey;USD;TRY;6,84
138930;BNK FINANCIAL GROUP INC;Equity;0,02;4,29;1 053 736,00;4 516 761,72;4 516 761,72;Financials;B3S98W7;KR7138930003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
MOTHERSUMI;MOTHERSON SUMI SYSTEMS LTD;Equity;0,02;1,25;3 597 252,00;4 502 937,64;4 502 937,64;Consumer Discretionary;6743990;INE775A01035;National Stock Exchange Of India;India;USD;INR;75,85
2542;HIGHWEALTH CONSTRUCTION CORP;Equity;0,02;1,47;3 064 170,00;4 503 853,69;4 503 853,69;Real Estate;6154075;TW0002542008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
DLF;DLF LTD;Equity;0,02;2,03;2 214 873,00;4 498 219,38;4 498 219,38;Real Estate;B1YLCV0;INE271C01023;National Stock Exchange Of India;India;USD;INR;75,85
6818;CHINA EVERBRIGHT BANK LTD H;Equity;0,02;0,38;11 806 000,00;4 463 372,09;4 463 372,09;Financials;B5NRRJ0;CNE100001QW3;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2330;ADVANCED PETROCHEMICAL;Equity;0,02;13,45;331 614,00;4 461 571,07;4 461 571,07;Materials;B1P6WF8;SA000A0LE310;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
003670;POSCO CHEMICAL LTD;Equity;0,02;53,66;83 083,00;4 458 516,20;4 458 516,20;Materials;6419451;KR7003670007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
1434;FORMOSA TAFFETA LTD;Equity;0,02;1,29;3 442 000,00;4 455 813,64;4 455 813,64;Consumer Discretionary;6348588;TW0001434009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2669;CHINA OVERSEAS PROPERTY HOLDINGS L;Equity;0,02;1,04;4 245 000,00;4 398 310,99;4 398 310,99;Real Estate;BYYMZN7;KYG2118M1096;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
IGL;INDRAPRASTHA GAS LTD;Equity;0,02;6,35;690 569,00;4 388 177,82;4 388 177,82;Utilities;BD9PXD0;INE203G01027;National Stock Exchange Of India;India;USD;INR;75,85
CCU;COMPANIA CERVECERIAS UNIDAS SA;Equity;0,02;7,51;582 162,00;4 372 024,18;4 372 024,18;Consumer Staples;2196189;CLP249051044;Santiago Stock Exchange;Chile;USD;CLP;792,95
000166;SHENWAN HONGYUAN GROUP LTD A;Equity;0,02;0,62;7 031 270,00;4 367 803,37;4 367 803,37;Financials;BD5CPV7;CNE100002FD4;Shenzhen Stock Exchange;China;USD;CNY;7,07
601988;BANK OF CHINA LTD A;Equity;0,02;0,49;8 818 000,00;4 332 374,25;4 332 374,25;Financials;BP3R239;CNE000001N05;Shanghai Stock Exchange;China;USD;CNY;7,07
300122;CHONGQING ZHIFEI BIOLOGICAL PRODUC;Equity;0,02;12,57;344 776,00;4 332 151,75;4 332 151,75;Health Care;BD5CJY8;CNE100000V20;Shenzhen Stock Exchange;China;USD;CNY;7,07
QIIK;QATAR INTERNATIONAL ISLAMIC BANK;Equity;0,02;2,22;1 947 340,00;4 321 479,59;4 321 479,59;Financials;6571544;QA0006929879;Qatar Exchange;Qatar;USD;QAR;3,64
4300;DAR AL ARKAN REAL ESTATE DEVELOPME;Equity;0,02;1,94;2 221 174,00;4 319 853,52;4 319 853,52;Real Estate;B2NC4X7;SA11U0S23612;Saudi Stock Exchange;Saudi Arabia;USD;SAR;3,75
HMSP;HM SAMPOERNA;Equity;0,02;0,12;35 106 700,00;4 312 436,15;4 312 436,15;Consumer Staples;6404242;ID1000074008;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
600809;SHANXI XINGHUACUN FEN WINE FACTORY;Equity;0,02;19,10;225 600,00;4 309 367,38;4 309 367,38;Consumer Staples;BP3R820;CNE000000DH5;Shanghai Stock Exchange;China;USD;CNY;7,07
600104;SAIC MOTOR CORP LTD A;Equity;0,02;2,54;1 696 906,00;4 309 883,95;4 309 883,95;Consumer Discretionary;BP3R2D9;CNE000000TY6;Shanghai Stock Exchange;China;USD;CNY;7,07
TM;TELEKOM MALAYSIA;Equity;0,02;0,99;4 330 900,00;4 292 842,88;4 292 842,88;Communication;6868398;MYL4863OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
601688;HUATAI SECURITIES LTD A;Equity;0,02;2,52;1 703 309,00;4 285 265,84;4 285 265,84;Financials;BP3R3B4;CNE100000LQ8;Shanghai Stock Exchange;China;USD;CNY;7,07
ENTEL;EMPRESA NACIONAL DE TELECOMUNICACI;Equity;0,02;7,06;604 743,00;4 270 864,69;4 270 864,69;Communication;2297628;CLP371151059;Santiago Stock Exchange;Chile;USD;CLP;792,95
